Product URL,Title,Number of Ratings & Reviews,Authors,Ratings,Review Titles,Review Texts
https://www.flipkart.com/samsung-galaxy-tab-a9-8-gb-ram-128-rom-11-0-inch-wi-fi-5g-tablet-graphite/product-reviews/itm3b83242b6ce5a?pid=TABGTF4G3RPUDTVQ&lid=LSTTABGTF4G3RPUDTVQLWSBOL&marketplace=FLIPKART,SAMSUNG Galaxy Tab A9+ 8 GB RAM 128 GB ROM 11.0 inch with Wi-Fi+5G Tablet (Graphite) Reviews,"4.5★27,084 Ratings &1,037 Reviews","Dipti HatikakotiCertified Buyer, JorhatJan, 2024453119PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Shahjahanpur11 months ago6913PermalinkReport Abuse, Kunal  KumarCertified Buyer, Jehanabad DistrictMar, 20249922PermalinkReport Abuse, Piyush Singh  RajputCertified Buyer, PatnaApr, 202431895PermalinkReport Abuse, Aditya  ChoudharyCertified Buyer, Sikar9 months ago274PermalinkReport Abuse, Radheshyam PrasadCertified Buyer, Jagdishpur4 months ago131PermalinkReport Abuse, Pankaj Singh BhagaurCertified Buyer, Kanpur7 months ago80PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Kolhapur10 months ago80PermalinkReport Abuse, Mukul  TayalCertified Buyer, Kundli Industrial AreaMar, 202417967PermalinkReport Abuse, Bharat MakvanaCertified Buyer, TalajaJan, 20247025PermalinkReport Abuse","4, 5, 5, 5, 5, 5, 5, 5, 5, 5","Very Good, Highly recommended, Brilliant, Just wow!, Good, Highly recommended, Terrific, Worth every penny, Perfect product!, Highly recommended","Best tablet under budget 😊Review after 3 days.Display 4/5Battery 5/5Camera 3/5Performance 4/5I brought 4/64 gb varient (No lag issue)READ MORE, Large display.Excellent battery backup and quality is superb👌..It is completely value for money.Feeling good in watching content.If u want this for casual use you must go for it.READ MORE, Best product in this price 😊READ MORE, After using 4-5 days I can definitely say that you should go with it at this price range it is one of the best.... Love the product 😄READ MORE, Some lagging problemOtherwise tab good for study onlyREAD MORE, Got it for 15k on Diwali 🪔🎇 sell. At this price it is the best tablet. 8gb+128gb with 5G. Battery backup is good.READ MORE, Tab is good for tradingDisplay avarage for videos, movies hd content but good in this priceBattery goodDisign also goodREAD MORE, Good product as per your budget 👌 👍READ MORE, Such a nice tablet in this price range, nice performance while using and HD display to enjoy Movies and Videos...go for it......READ MORE, Always I love Samsung Products, This Tablet is awesome in this price range , its 5G Model and its 5G work like rocket.Display is very good and its brightness is also good in outdoor.Touch and sound is good, all samsung tablets has touch sensitive boost option so work well with glass also.I ordered this tablet for trading.Also Seller is very good, i received my products in good condition and good packaging.Thanks Flipkart.READ MORE"
https://www.flipkart.com/samsung-galaxy-tab-a9-8-gb-ram-128-rom-11-0-inch-wi-fi-5g-tablet-graphite/product-reviews/itm3b83242b6ce5a?pid=TABGTF4G3RPUDTVQ&lid=LSTTABGTF4G3RPUDTVQLWSBOL&marketplace=FLIPKART&page=10,SAMSUNG Galaxy Tab A9+ 8 GB RAM 128 GB ROM 11.0 inch with Wi-Fi+5G Tablet (Graphite) Reviews,"4.5★27,084 Ratings &1,037 Reviews","Flipkart CustomerCertified Buyer, Hingoli10 months ago00PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Jalukie11 months ago00PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Patna11 months ago00PermalinkReport Abuse, Rahul  Kumar yadavCertified Buyer, Areraj11 months ago00PermalinkReport Abuse, Vijaynarayanan  Thoguluva RameshCertified Buyer, Madurai11 months ago00PermalinkReport Abuse, Tej KiranCertified Buyer, PrayagrajMay, 202410PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Kaimur Bhabua DistrictMay, 202400PermalinkReport Abuse, Sanjay GhatulCertified Buyer, ManjlegaonMay, 202410PermalinkReport Abuse, Vinod kumar  PandeyCertified Buyer, Shrawasti DistrictMay, 202410PermalinkReport Abuse, Flipkart CustomerCertified Buyer, BharatganjMay, 202410PermalinkReport Abuse","4, 4, 4, 4, 4, 5, 4, 5, 5, 4","Good quality product, Really Nice, Good quality product, Pretty good, Very Good, Great product, Nice product, Excellent, Perfect product!, Very Good","Good productREAD MORE, its very good but not for gamers . if your thinking of gaming then better go for other device . multi  Touch sensitive is not good in this device and the battery backup is not fast,  therefore don't go for this device if you wanna play pubg , call of duty , free fire , mlbb , etc. For students its good enough as it offers multi split screen and and smooth performance .READ MORE, GoodREAD MORE, Very goodREAD MORE, Good productREAD MORE, Best tab  for readingREAD MORE, Very niceREAD MORE, Good 👍 am happy 😊READ MORE, Nice performance no lag issue .....READ MORE, Good product 💯READ MORE"
https://www.flipkart.com/realme-pad-2-lite-8-gb-ram-128-rom-11-0-inch-4g-tablet-nebula-purple/product-reviews/itm963316f78a59e?pid=TABH4E3HRXYYGPKN&lid=LSTTABH4E3HRXYYGPKNQBLH1Z&marketplace=FLIPKART,realme Pad 2 Lite 8 GB RAM 128 GB ROM 11.0 inch with 4G Tablet (Nebula Purple) Reviews,"4.4★4,878 Ratings &409 Reviews","Hemendra PalCertified Buyer, Janjgir7 months ago29977PermalinkReport Abuse, ᏒᎾᏟᏦ ᎶᏋᏁᎥᏬᏕCertified Buyer, Biharsharif6 months ago365PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Mainpuri4 months ago90PermalinkReport Abuse, Navneet MauryaCertified Buyer, Lucknow7 months ago6824PermalinkReport Abuse, EJAZ AkhtarCertified Buyer, Kolkata7 months ago7428PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Jateshwar7 months ago237PermalinkReport Abuse, sushil  sharmaCertified Buyer, Kendujhar District7 months ago224PermalinkReport Abuse, Vishnu.GCertified Buyer, Alappuzha6 months ago91PermalinkReport Abuse, Pravin Raj AnandCertified Buyer, Purnia5 months ago30PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Muzaffarnagar District7 months ago51PermalinkReport Abuse","5, 5, 5, 5, 4, 4, 3, 5, 4, 4","Brilliant, Awesome, Terrific, Worth every penny, Wonderful, Worth the money, Good, Perfect product!, Delightful, Pretty good","Super budget Pad for daily use....READ MORE, Good Product , Thanks Realme👍READ MORE, Nice product...... value for moneyREAD MORE, If you are students definitely buy this tablet is very good for lectures and display quality is also good...In this price is best for Take a Lecture if you are studentsREAD MORE, 👍 for light use and may help in school project ☺️ budget price 😄READ MORE, Today I have received thisBest value for moneyREAD MORE, Over all good, no 3.5mm audio jackREAD MORE, mind blowingREAD MORE, The tablet is good value for moneyREAD MORE, Nice productValue for money 🤑READ MORE"
https://www.flipkart.com/realme-pad-2-lite-8-gb-ram-128-rom-11-0-inch-4g-tablet-nebula-purple/product-reviews/itm963316f78a59e?pid=TABH4E3HRXYYGPKN&lid=LSTTABH4E3HRXYYGPKNQBLH1Z&marketplace=FLIPKART&page=10,realme Pad 2 Lite 8 GB RAM 128 GB ROM 11.0 inch with 4G Tablet (Nebula Purple) Reviews,"4.4★4,878 Ratings &409 Reviews","Hemant SinghCertified Buyer, Indore18 days ago00PermalinkReport Abuse, sanjay gourCertified Buyer, Udaipur Division19 days ago00PermalinkReport Abuse, Elow KayinaCertified Buyer, Mohali20 days ago00PermalinkReport Abuse, Aman JhaCertified Buyer, Chirkunda20 days ago00PermalinkReport Abuse, Suraj TiwariCertified Buyer, Prayagraj22 days ago00PermalinkReport Abuse, Saaku SCertified Buyer, Nalanda District22 days ago00PermalinkReport Abuse, FahrudeenCertified Buyer, Karaikal23 days ago00PermalinkReport Abuse, Md Mansoor  AlamCertified Buyer, Gaya District26 days ago00PermalinkReport Abuse, T.sardar HussainCertified Buyer, Proddatur28 days ago00PermalinkReport Abuse, Devendra  KumarCertified Buyer, Godda28 days ago00PermalinkReport Abuse","5, 5, 3, 5, 5, 5, 5, 4, 5","Excellent, Terrific, Fair, Best in the market!, Classy product, Just wow!, Must buy!, Pretty good, Could be way better, Mind-blowing purchase","Good budget tablet performance wise goodREAD MORE, Good product in this price 👌READ MORE, Very good tab. 4G network is still superfast!!! Movies at 2k display is admirable. Very quick response plus easy multitasking. Drawback is camera and battery quality. For the price range, it's a beast.READ MORE, Best for studentsREAD MORE, GoodREAD MORE, BEST BEST BESTTTTTTT IN THIS PROCE RANGE UNBELIEVABLEREAD MORE, SuperREAD MORE, Very good for studentsREAD MORE, Camera was very bad...totally disappoint.....READ MORE, Product is goodREAD MORE"
https://www.flipkart.com/oneplus-pad-go-8-gb-ram-128-rom-11-35-inch-4g-tablet-twin-mint/product-reviews/itmc6301daa35b04?pid=TABGTHGMHFXPZGNU&lid=LSTTABGTHGMHFXPZGNUTOOFKX&marketplace=FLIPKART,OnePlus Pad Go 8 GB RAM 128 GB ROM 11.35 inch with 4G Tablet (Twin Mint) Reviews,"4.5★16,950 Ratings &1,104 Reviews","Flipkart CustomerCertified Buyer, CuttackNov, 2023850192PermalinkReport Abuse, Kandarp RotliwalaCertified Buyer, SuratOct, 202322951PermalinkReport Abuse, Suraj  JhaCertified Buyer, KishanganjOct, 202332290PermalinkReport Abuse, Krrish YadavCertified Buyer, GorakhpurOct, 2023425131PermalinkReport Abuse, Asif HaniffCertified Buyer, CoimbatoreOct, 20236915PermalinkReport Abuse, Mansi SinghCertified Buyer, KotaOct, 2023284PermalinkReport Abuse, Seema VaghelaCertified Buyer, Kalol Panch Mahals District9 months ago387PermalinkReport Abuse, Debjyoti BhattacharjeeCertified Buyer, Dod BallapurFeb, 202490PermalinkReport Abuse, shiv  sampatCertified Buyer, BengaluruNov, 2023419PermalinkReport Abuse, RAJNEESH RajCertified Buyer, HargaonFeb, 202470PermalinkReport Abuse","5, 5, 5, 5, 5, 4, 5, 5, 5, 5","Awesome, Mind-blowing purchase, Terrific purchase, Best in the market!, Just wow!, Worth the money, Great product, Highly recommended, Wonderful, Brilliant","Nice product at this price range 😍READ MORE, Good DisplayGood performanceBest buyGood battery life with Fast chargingREAD MORE, Nice build quality.At this price range.READ MORE, This tab value for money is ok. I'm writing review after 2 days to use before launch (Pre-order)1). Display 📱- 2/5In one side OnePlus says thas its supporting 2.4k other side in real it's supporting only 1.4k.4k Vedio not playing properly and afer some time flash a message could not play.I think it would be play because in my phone vedio playing properly my phone display works on 1080p.2).Battery 🔋 - 4.5/5Battery well performed in previous days 👍3).Apps - 3.9/5Apps adjustment i...READ MORE, Awesome display and COD game play was also superb did not have any lags it can handle big games nicelyREAD MORE, Tab is good . Battery backup is decentREAD MORE, If you are looking for budget tablet and confused which one to buy. Look no further and buy this one.1. Screen quality very nice.2. Sound quality I bet it beats apple 9th gen by far3. It gives you 128GB with an option to increase further using SD card. Why would somebody stuck with 64GB. I do heavy download of videos for offline, 64 gb out of which almost 20GB used by OS.4. In Android world OnePlus Oxygen OS stands out. No bloatware, clean and fast. Also promised 4 yrs updates.5. People ...READ MORE, Good product but the flipkart price was more than the actual price in the market.READ MORE, Best Tab trading chart 📈READ MORE, Best tabREAD MORE"
https://www.flipkart.com/oneplus-pad-go-8-gb-ram-128-rom-11-35-inch-4g-tablet-twin-mint/product-reviews/itmc6301daa35b04?pid=TABGTHGMHFXPZGNU&lid=LSTTABGTHGMHFXPZGNUTOOFKX&marketplace=FLIPKART&page=10,OnePlus Pad Go 8 GB RAM 128 GB ROM 11.35 inch with 4G Tablet (Twin Mint) Reviews,"4.5★16,950 Ratings &1,104 Reviews","Mamata  SahooCertified Buyer, Jaleswar7 months ago10PermalinkReport Abuse, Hitesh SAINICertified Buyer, New Delhi7 months ago10PermalinkReport Abuse, Vijayan SmartCertified Buyer, Bengaluru7 months ago10PermalinkReport Abuse, Rubaiya BaidyaCertified Buyer, Jaynagar Mazilpur7 months ago10PermalinkReport Abuse, Flipkart CustomerCertified Buyer, Bisauli7 months ago10PermalinkReport Abuse, Ruchi KumariCertified Buyer, Muzaffarpur7 months ago10PermalinkReport Abuse, Rashid BhatiCertified Buyer, Mumbai8 months ago10PermalinkReport Abuse, abhijai singhCertified Buyer, Mahoba10 months ago10PermalinkReport Abuse, Udaykumar GoudCertified Buyer, Ballepalle11 months ago10PermalinkReport Abuse, Raju BarriCertified Buyer, Hyderabad11 months ago10PermalinkReport Abuse","4, 4, 4, 5, 4, 5, 5, 5, 5, 5","Worth the money, Wonderful, Good choice, Terrific, Value-for-money, Worth every penny, Fabulous!, Worth every penny, Best in the market!, Wonderful","Good for online classes and for entertainment purposes.READ MORE, Battery is lowOtherwise all okREAD MORE, Worth for money. Not impressed more. Good work. Good battery health.READ MORE, Very Good product help fullREAD MORE, Overall tablet is good but the battery is draining quickly.READ MORE, GoodREAD MORE, Very nice tabREAD MORE, Best tablet 9.5/10Best display😚 9/10Camera decentBest for only classes 10/10Best product in this price ☺️READ MORE, Marvelous sound and display quality so good.. feeling happy tq one Plus tq FlipkartREAD MORE, SuperREAD MORE"
https://www.flipkart.com/redmi-pad-pro-5g-8-gb-ram-256-rom-12-1-inch-wi-fi-5g-tablet-quick-silver/product-reviews/itme5470439f0ab0?pid=TABH32JHBY4FXCNR&lid=LSTTABH32JHBY4FXCNR0TS1S7&marketplace=FLIPKART,REDMI  Pad Pro 5G 8 GB RAM 256 GB ROM 12.1 inch with Wi-Fi+5G Tablet (Quick Silver) Reviews,"4.4★3,313 Ratings &232 Reviews","SANJEET DEYCertified Buyer, Ranchi8 months ago323PermalinkReport Abuse, Yogesh YadavCertified Buyer, Kurukshetra7 months ago100PermalinkReport Abuse, Aakash  SoniCertified Buyer, Jodhpur4 months ago212PermalinkReport Abuse, Suman Shekhar SarenCertified Buyer, Berhampore9 months ago27282PermalinkReport Abuse, Prashant  RajkuleCertified Buyer, Bhopal9 months ago5010PermalinkReport Abuse, Habanggiri Anchalik M E School P. O.: DamraCertified Buyer, Damara Patpara9 months ago15346PermalinkReport Abuse, Akhil  MuchhikaCertified Buyer, East Godavari District9 months ago11431PermalinkReport Abuse, piyush baghelCertified Buyer, Indore3 months ago60PermalinkReport Abuse, Bhupendra SahuCertified Buyer, Jhansi9 months ago3915PermalinkReport Abuse, Balakumaran CustomerCertified Buyer, Chennai9 months ago153PermalinkReport Abuse","4, 5, 5, 5, 5, 4, 5, 5, 4, 3","Really Nice, Mind-blowing purchase, Worth every penny, Fabulous!, Worth every penny, Really Nice, Mind-blowing purchase, Fabulous!, Very Good, Does the job","Detailed Review after using it for 25 DaysThis review is for those who are planning to buy tablet for the first timeDisplayProDisplay is Very Good, colour are decent, watching ott movie in it is a very much satisfactory if we talk about quality on 1080p. This tab support 2.5k pixels, you can play upto 2k videoConCan not play 4k videosDon't expect amoled type quality (but still good)Verdict - Very much SatisfactoryRating 4 StarsOS/ProcessorProFast (256GB)No laggingAndroid la...READ MORE, The screen size is good 💯. Value for money only disadvantage is that they don't give touch pen 🖊️.READ MORE, The product is awesome. I have just one update. In case anybody wants to buy this product, let me know. I bought this product on 1st Jan 2025. I had bought this for my brother but since he has already bought laptop, the tab is not useful for me to anymore.READ MORE, Just got delivered yesterday and the product is great. The display is wonderful and it works like a breeze. Till now no issue hope it will work fine.READ MORE, I ordered it for trading purpose, For me the product is great.. battery lasts for 2 days, I am using it on 120 hz with dark theme on.. if you want much longer battery life than use it on 60hz.. nothing to be complained about.. all fine for me 👍READ MORE, Large screen, light weight, smooth touch screen, good video qualityREAD MORE, Acording to me this was my favourite brand and I love this one because I waited for this for so long now it comes true.After using this REDMI PAD PRO 5G TABLET for 2weeks +I like this ones:1) the perfermence was smooth and faster2) the camera was good3)the battery was average but they mentioned long duration battery but I don't think so4)this tablet is also good for StudentsOverall I like this one but I think this was to expensive for me any way ... ByeREAD MORE, Battery is good 8,9 hoursPerformance is okCamera is okGood for study and entertainmentREAD MORE, Pros- Display is awesome, Camera is good, battery is good,Cons - In today's time, every second person uses Jio 5G network but it doesn't support Jio 5G. It supports Jio 4G network only. If one wants to use 5G sim in it, he need to switch his network from Jio to Airtel as it supports Airtel 5G network only.READ MORE, 10000 mah really... works like 5000 mah battery.Battery drains,...Display is good.READ MORE"
https://www.flipkart.com/redmi-pad-pro-5g-8-gb-ram-256-rom-12-1-inch-wi-fi-5g-tablet-quick-silver/product-reviews/itme5470439f0ab0?pid=TABH32JHBY4FXCNR&lid=LSTTABH32JHBY4FXCNR0TS1S7&marketplace=FLIPKART&page=10,REDMI  Pad Pro 5G 8 GB RAM 256 GB ROM 12.1 inch with Wi-Fi+5G Tablet (Quick Silver) Reviews,"4.4★3,313 Ratings &232 Reviews","Rohan  GaikwadCertified Buyer, Thane1 month ago00PermalinkReport Abuse, Deep TiwariCertified Buyer, Sidhauli1 month ago00PermalinkReport Abuse, Amrith Nath B SureshCertified Buyer, Kunnummal1 month ago00PermalinkReport Abuse, Ramanand  MauryaCertified Buyer, Ballia District1 month ago00PermalinkReport Abuse, ROLEX 116Certified Buyer, Hyderabad1 month ago00PermalinkReport Abuse, Vikas SainiCertified Buyer, Nagaur District1 month ago00PermalinkReport Abuse, The  HeadMasterCertified Buyer, Puducherry1 month ago00PermalinkReport Abuse, Rita DeviCertified Buyer, Ammoor1 month ago00PermalinkReport Abuse, Md Taufik  AliCertified Buyer, Jaipur1 month ago00PermalinkReport Abuse, Bhupander  SinghCertified Buyer, Jyotiba Phule Nagar District1 month ago00PermalinkReport Abuse","5, 3, 5, 5, 5, 3, 5, 5, 5","Must buy!, Does the job, Unsatisfactory, Classy product, Super!, Mind-blowing purchase, Just okay, Best in the market!, Brilliant, Highly recommended","Good Tablet!!Dolby Atoms And Quad Speakers Makes Awesome Sound Effects.Beneficial For Everyone Not only Students.READ MORE, Good big size.READ MORE, Display quality is poor.Blue vertical line appeared by the 4th week of usage.Terribly poor product.READ MORE, Value for MoneyREAD MORE, Good product 👍👍READ MORE, Best in this price range 😀READ MORE, GoodREAD MORE, ThanksREAD MORE, Very good 😊 i am so happy and thank you FlipkartREAD MORE, Best option in this priceMuch better for study purposeI fully satisfiedREAD MORE"
https://www.flipkart.com/poco-pad-5g-8-gb-ram-256-rom-12-1-inch-wi-fi-5g-tablet-cobalt-blue/product-reviews/itm08b56574bfddc?pid=TABH3QBCKDGREXER&lid=LSTTABH3QBCKDGREXERBBDWY4&marketplace=FLIPKART,POCO Pad 5G 8 GB RAM 256 GB ROM 12.1 inch with Wi-Fi+5G Tablet (Cobalt Blue) Reviews,"4.4★5,951 Ratings &513 Reviews","Vyankatesh MaratheCertified Buyer, Adalaj4 months ago9811PermalinkReport Abuse, Siva RAJA SHEKAR YCertified Buyer, Guntur District8 months ago22659PermalinkReport Abuse, Gopaji  ThiirumaleshhCertified Buyer, Kurnool6 months ago11029PermalinkReport Abuse, Abhishek  SharmaCertified Buyer, Guna7 months ago90PermalinkReport Abuse, Sushan ShettyCertified Buyer, Thane8 months ago353PermalinkReport Abuse, Devendra MoturuCertified Buyer, Udupi8 months ago13053PermalinkReport Abuse, prashant yemekarCertified Buyer, Mukhed4 months ago142PermalinkReport Abuse, Pearl DhingraCertified Buyer, Faridabad7 months ago60PermalinkReport Abuse, Sukhdev ManhasCertified Buyer, Kochi5 months ago60PermalinkReport Abuse, APPU GOPI SCertified Buyer, Pappireddipatti6 months ago122PermalinkReport Abuse","5, 5, 4, 5, 3, 5, 5, 4, 5, 5","New Benchmark for Tablets, Mind-blowing purchase, Worth the money, Worth every penny, Good but Battery Life is Big Issue, Simply awesome, Worth every penny, Pretty good, Just wow!, Mind-blowing purchase","Great Display. Smooth UI. No issues in everyday apps. Split screen is very useful. Some reviews are criticizing battery life but for a large vibrant display like this comparison should be with a 14-inch laptop not a smartphone which have much smaller display and OLED efficiency. From that perspective, battery life is not bad. Satisfactory battery performance in standby mode. Saw just 12% battery drain (No sim, Wi-Fi off) while I was away on a 4-day trip.If this is your first tablet, go for ...READ MORE, Performance is good and displays also very good but battery backup is poorREAD MORE, Battery backup verey low and it drain very speed. Battery is the biggest minusOther wise performance is superREAD MORE, Initially Very good experience update soon as I use for some time.Pros :~ Good and Vibrant Display~Speakers Top notch~ Performance initially good update soon after test~premium finish~UI is also goodCons:Not yet find any cons later updateNote 🔴After 1 month use major problem is battery drain otherwise all good I use this for only Study it consumes lot of battery not last up to end of day it's a serious concern may be fixed by Software update otherwise is superb in 18499 pr...READ MORE, Performance Chipset, Build Quality Awesome.Camera AverageOnly Issue is Battery Back Up as it has 10000 mAh Battery which does not last 6 hours of Continuous usage.... maybe a Software update can help better battery management... Poco has history of Motherboard issues in its smart phone after an year of usage... Hope that this will not be a case in Pad.READ MORE, Tab is working good.i bought it for reading books.Screen is good for reading medical textbooks.I wish that the smart pen will be available soon so that i can use the note functionREAD MORE, Don't think too much if u need one tablet with great display, features, battery,stylus support go for it . Am using without sim currently found good battery backup also in whole night only 1 % drop it's great deal .READ MORE, Ecxelent tab.।। All features are goodREAD MORE, Product was nice ☺️READ MORE, Very good👍👍 nice tablet 😍🥰READ MORE"
https://www.flipkart.com/poco-pad-5g-8-gb-ram-256-rom-12-1-inch-wi-fi-5g-tablet-cobalt-blue/product-reviews/itm08b56574bfddc?pid=TABH3QBCKDGREXER&lid=LSTTABH3QBCKDGREXERBBDWY4&marketplace=FLIPKART&page=10,POCO Pad 5G 8 GB RAM 256 GB ROM 12.1 inch with Wi-Fi+5G Tablet (Cobalt Blue) Reviews,"4.4★5,951 Ratings &513 Reviews","SandeepCertified Buyer, Sathyavedu8 months ago12PermalinkReport Abuse, Hrishabh RajCertified Buyer, Bhagalpur7 months ago43PermalinkReport Abuse, AntharamMallesham MAlleshamCertified Buyer, Hyderabad2 months ago22PermalinkReport Abuse, Birendra PanditCertified Buyer, Begusarai District5 months ago32PermalinkReport Abuse, LovelyCertified Buyer, Jamnagar8 months ago34PermalinkReport Abuse, rajendra prasad Nishad  NishadCertified Buyer, New Delhi8 months ago21PermalinkReport Abuse, Satya VakalapudiCertified Buyer, Khammam7 months ago10PermalinkReport Abuse, pavan kumar gupthaCertified Buyer, Bangalore7 months ago11PermalinkReport Abuse, Asaph DevarakondaCertified Buyer, Kurnool8 months ago11PermalinkReport Abuse, Sushant  TupeCertified Buyer, Talegaon4 months ago00PermalinkReport Abuse","4, 3, 5, 3, 3, 3, 4, 4, 4, 3","Wonderful, Does the job, Perfect product!, Does the job, Decent product, Nice, Value-for-money, Good quality product, Worth the money, Just okay","Good productREAD MORE, Its a very big display so it won't be easy to carry anywhere and there is no vibration motor so u cant feel that haptics while typing and some times front camera issues are there it automatically increase the saturation and after reopening it fixes that and ya battery drain is there it's like i am using it hardly it is giving me around 5 hours and dolby vision is like useless no such clearity as it is lcd panel not amoled and when u will call it will always be on speaker only and speaker on 5...READ MORE, Poco is my favourite brandREAD MORE, This is a value of money product. If you are a student you must buy this. I think company needs to increase quality of camera. Battery backup is good..display performance is better and it's completely best option for students. 12.4 inch display make it more value of money because in this segment no any company make this type of products. 8 GB Ram and 256 GB Storage make it more powerful. Speaker quality is very good and dolby atmos make it more powerful.READ MORE, Battery backup is not good It seems like it has a 4000 mAh battery, but everything else is ok.READ MORE, Overall is good but heating issueREAD MORE, Nice product...Worth it 👍READ MORE, Loved the product, waiting for smart pen aREAD MORE, Except camera, all-round performanceREAD MORE, Battery drains fast on high brightness. Overall it is super.READ MORE"
